input,expected_output
"{""user_context"": ""Plot office locations on a map"", ""context_metadata"": {""urls"": [""https://example.com/dashboard""], ""tags"": [""plot"", ""office locations""]}, ""caller"": null}","{""task_type"": ""CREATE_LOCATION_MAP"", ""confidence"": 0.88, ""reasoning"": ""User explicitly requests creating a map with location data.""}"
"{""user_context"": ""Compose an email to the team on project status"", ""context_metadata"": {""urls"": [""https://app.example.com/api""], ""tags"": [""the team"", ""project status""]}, ""caller"": null}","{""task_type"": ""DRAFT_EMAIL"", ""confidence"": 0.88, ""reasoning"": ""User wants to draft or compose an email, matching DRAFT_EMAIL task type.""}"
"{""user_context"": ""Write an email to my manager regarding the issue"", ""context_metadata"": {""urls"": [], ""tags"": [""my manager"", ""the issue""]}, ""caller"": null}","{""task_type"": ""DRAFT_EMAIL"", ""confidence"": 0.9, ""reasoning"": ""User explicitly requests drafting or writing an email.""}"
"{""user_context"": ""Add this article to my collection of knowledge"", ""context_metadata"": {""urls"": [], ""tags"": [""collection"", ""this article""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.9, ""reasoning"": ""User wants to add content to a knowledge base or repository, matching ADD_TO_KNOWLEDGE_BASE task type.""}"
"{""user_context"": ""Add this document to my collection of knowledge"", ""context_metadata"": {""urls"": [], ""tags"": [""collection"", ""this document""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.9, ""reasoning"": ""User explicitly mentions adding to knowledge base or archiving for reference.""}"
"{""user_context"": ""Get financial reports downloaded automatically"", ""context_metadata"": {""urls"": [], ""tags"": [""financial"", ""automatically""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.91, ""reasoning"": ""User wants to automatically download reports, matching AUTO_DOWNLOAD_REPORTS task type.""}"
"{""user_context"": ""Compose an email to the client concerning meeting summary"", ""context_metadata"": {""urls"": [], ""tags"": [""the client"", ""meeting summary""]}, ""caller"": null}","{""task_type"": ""DRAFT_EMAIL"", ""confidence"": 0.9, ""reasoning"": ""User explicitly requests drafting or writing an email.""}"
"{""user_context"": ""Store this documentation in my reference library"", ""context_metadata"": {""urls"": [""https://www.admin.com/dashboard""], ""tags"": [""reference"", ""this documentation""]}, ""caller"": null}","{""task_type"": ""ADD_TO_KNOWLEDGE_BASE"", ""confidence"": 0.86, ""reasoning"": ""Request involves saving or storing content in a knowledge management system.""}"
"{""user_context"": ""Document the discussion about the training"", ""context_metadata"": {""urls"": [""https://app.example.com/reports""], ""tags"": [""discussion"", ""the training""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.88, ""reasoning"": ""User explicitly requests to take notes or document information, which maps to NOTE_TAKING task type.""}"
"{""user_context"": ""Pull the inventory table data from this page"", ""context_metadata"": {""urls"": [""https://app.example.com/portal""], ""tags"": [""inventory"", ""this page""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TABLE"", ""confidence"": 0.93, ""reasoning"": ""User explicitly wants to extract table data from a source, matching EXTRACT_DATA_TABLE task type.""}"
"{""user_context"": ""Add tasks for preparing the presentation"", ""context_metadata"": {""urls"": [], ""tags"": [""tasks"", ""preparing the presentation""]}, ""caller"": null}","{""task_type"": ""CREATE_TODO"", ""confidence"": 0.91, ""reasoning"": ""Request involves creating tasks, reminders, or checklist items.""}"
"{""user_context"": ""Fill out the job application form automatically with my information"", ""context_metadata"": {""urls"": [""https://admin.example.com/reports""], ""tags"": [""job application"", ""automatically""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.87, ""reasoning"": ""Task requires automatically completing form fields.""}"
"{""user_context"": ""Compare headphones prices from multiple retailers"", ""context_metadata"": {""urls"": [], ""tags"": [""headphones"", ""retailers""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.88, ""reasoning"": ""Task requires comparing prices across different retailers or vendors.""}"
"{""user_context"": ""Complete application form with pre-filled information"", ""context_metadata"": {""urls"": [""https://example.com/dashboard""], ""tags"": [""application"", ""pre-filled""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.94, ""reasoning"": ""Request involves auto-populating form fields with user information.""}"
"{""user_context"": ""Generate a location map for retail stores"", ""context_metadata"": {""urls"": [], ""tags"": [""location"", ""retail stores""]}, ""caller"": null}","{""task_type"": ""CREATE_LOCATION_MAP"", ""confidence"": 0.9, ""reasoning"": ""Request involves creating geographic visualizations or location maps.""}"
"{""user_context"": ""Get sales reports downloaded automatically"", ""context_metadata"": {""urls"": [""https://example.com/docs""], ""tags"": [""sales"", ""automatically""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.87, ""reasoning"": ""User explicitly requests automatic report downloads.""}"
"{""user_context"": ""Auto-populate the application form on this website"", ""context_metadata"": {""urls"": [], ""tags"": [""application"", ""this website""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.95, ""reasoning"": ""Task requires automatically completing form fields.""}"
"{""user_context"": ""Compare tablets prices from multiple retailers"", ""context_metadata"": {""urls"": [], ""tags"": [""tablets"", ""retailers""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.9, ""reasoning"": ""User wants to compare prices across stores, matching COMPARE_SHOPPING_PRICES task type.""}"
"{""user_context"": ""Capture notes on the workshop during the client call"", ""context_metadata"": {""urls"": [""https://portal.example.com/dashboard""], ""tags"": [""capture"", ""the workshop""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.92, ""reasoning"": ""User explicitly requests to take notes or document information, which maps to NOTE_TAKING task type.""}"
"{""user_context"": ""Compose an email to the client concerning meeting summary"", ""context_metadata"": {""urls"": [], ""tags"": [""the client"", ""meeting summary""]}, ""caller"": null}","{""task_type"": ""DRAFT_EMAIL"", ""confidence"": 0.9, ""reasoning"": ""Request involves creating email content or messages.""}"
"{""user_context"": ""Check cameras prices across various online stores"", ""context_metadata"": {""urls"": [], ""tags"": [""cameras"", ""online""]}, ""caller"": null}","{""task_type"": ""COMPARE_SHOPPING_PRICES"", ""confidence"": 0.85, ""reasoning"": ""Task requires comparing prices across different retailers or vendors.""}"
"{""user_context"": ""Write down the main takeaways from the meeting"", ""context_metadata"": {""urls"": [""https://example.com/admin""], ""tags"": [""takeaways"", ""the meeting""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.91, ""reasoning"": ""User wants to save notes or document key points, indicating note-taking functionality.""}"
"{""user_context"": ""Download financial reports to my computer automatically"", ""context_metadata"": {""urls"": [""https://example.com/admin""], ""tags"": [""financial"", ""computer""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.91, ""reasoning"": ""Request involves automated report downloading from a source.""}"
"{""user_context"": ""Block calendar time for team meeting on next Friday"", ""context_metadata"": {""urls"": [], ""tags"": [""team meeting"", ""next Friday""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.86, ""reasoning"": ""User explicitly requests creating calendar entries or reminders.""}"
"{""user_context"": ""Build an Excel file containing performance data"", ""context_metadata"": {""urls"": [], ""tags"": [""excel"", ""performance""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.89, ""reasoning"": ""User explicitly mentions creating a spreadsheet or organizing data into tabular format.""}"
"{""user_context"": ""Export website data into a spreadsheet format"", ""context_metadata"": {""urls"": [""https://example.com/api""], ""tags"": [""export"", ""website""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.86, ""reasoning"": ""Task involves data extraction and organization into spreadsheet format.""}"
"{""user_context"": ""Extract all rows from the customer data table"", ""context_metadata"": {""urls"": [], ""tags"": [""rows"", ""customer data""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TABLE"", ""confidence"": 0.91, ""reasoning"": ""User explicitly wants to extract table data from a source, matching EXTRACT_DATA_TABLE task type.""}"
"{""user_context"": ""Get the customer table from the portal"", ""context_metadata"": {""urls"": [], ""tags"": [""customer"", ""the portal""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TABLE"", ""confidence"": 0.86, ""reasoning"": ""User explicitly wants to extract table data from a source, matching EXTRACT_DATA_TABLE task type.""}"
"{""user_context"": ""Create tasks related to launch preparation"", ""context_metadata"": {""urls"": [], ""tags"": [""related"", ""launch preparation""]}, ""caller"": null}","{""task_type"": ""CREATE_TODO"", ""confidence"": 0.9, ""reasoning"": ""User explicitly requests creating a todo list or adding tasks.""}"
"{""user_context"": ""Draw a architecture diagram representing the process"", ""context_metadata"": {""urls"": [""https://app.example.com/api""], ""tags"": [""architecture"", ""the process""]}, ""caller"": null}","{""task_type"": ""CREATE_DIAGRAMS"", ""confidence"": 0.94, ""reasoning"": ""User wants to create a diagram, which directly maps to CREATE_DIAGRAMS task type.""}"
"{""user_context"": ""Jot down important points about client feedback"", ""context_metadata"": {""urls"": [], ""tags"": [""important"", ""client feedback""]}, ""caller"": null}","{""task_type"": ""NOTE_TAKING"", ""confidence"": 0.94, ""reasoning"": ""User explicitly requests to take notes or document information, which maps to NOTE_TAKING task type.""}"
"{""user_context"": ""Create a calendar reminder for client call on tomorrow"", ""context_metadata"": {""urls"": [], ""tags"": [""client call"", ""tomorrow""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.91, ""reasoning"": ""Request involves scheduling or adding events to calendar.""}"
"{""user_context"": ""Auto-populate the survey form on this website"", ""context_metadata"": {""urls"": [""https://www.dashboard.com/dashboard""], ""tags"": [""survey"", ""this website""]}, ""caller"": null}","{""task_type"": ""FILL_FORM_AUTOMATICALLY"", ""confidence"": 0.89, ""reasoning"": ""User wants to automatically fill out a form, matching FILL_FORM_AUTOMATICALLY task type.""}"
"{""user_context"": ""Create a spreadsheet for tracking events with columns: {fields}"", ""context_metadata"": {""urls"": [""https://dashboard.example.com/portal""], ""tags"": [""tracking"", ""events""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.92, ""reasoning"": ""Request involves extracting or organizing data into a sheet/spreadsheet format.""}"
"{""user_context"": ""Create a calendar reminder for client call on tomorrow"", ""context_metadata"": {""urls"": [""https://app.example.com/api""], ""tags"": [""client call"", ""tomorrow""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.93, ""reasoning"": ""Request involves scheduling or adding events to calendar.""}"
"{""user_context"": ""Set up auto-download for sales reports from the dashboard"", ""context_metadata"": {""urls"": [], ""tags"": [""sales"", ""the dashboard""]}, ""caller"": null}","{""task_type"": ""AUTO_DOWNLOAD_REPORTS"", ""confidence"": 0.94, ""reasoning"": ""Task requires automated report downloading functionality.""}"
"{""user_context"": ""Add team meeting to calendar for next Friday"", ""context_metadata"": {""urls"": [""https://www.portal.com/docs""], ""tags"": [""team meeting"", ""next Friday""]}, ""caller"": null}","{""task_type"": ""CREATE_CALENDAR_EVENT"", ""confidence"": 0.94, ""reasoning"": ""Request involves scheduling or adding events to calendar.""}"
"{""user_context"": ""Create a spreadsheet for tracking products with columns: {fields}"", ""context_metadata"": {""urls"": [""https://www.dashboard.com/docs""], ""tags"": [""tracking"", ""products""]}, ""caller"": null}","{""task_type"": ""EXTRACT_DATA_TO_SHEET"", ""confidence"": 0.92, ""reasoning"": ""User explicitly mentions creating a spreadsheet or organizing data into tabular format.""}"
